speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,cluster_2,cluster_10,cluster_3,cluster_5,cluster_4,cluster_9,cluster_7,cluster_1,cluster_0,cluster_8,cluster_6,cluster_2_p,cluster_10_p,cluster_3_p,cluster_5_p,cluster_4_p,cluster_9_p,cluster_7_p,cluster_1_p,cluster_0_p,cluster_8_p,cluster_6_p,n
10404,910303199,CANNON,HOWARD,S,NV,M,D,,voting,19701117,1912-01-26,1912,1970,58,91104041,0.0,0,1,0,9,0,0,0,0,0,0,0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10471,910323507,WILLIAMS,HARRISON,S,NJ,M,D,,voting,19701216,1919-12-10,1919,1970,51,91104711,0.0,0,1,0,9,0,0,0,0,0,0,0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10404,920004039,CANNON,HOWARD,S,NV,M,D,,voting,19710204,1912-01-26,1912,1971,59,92104041,0.0,0,0,0,9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,10
10263,920007699,METCALF,LEE,S,MT,M,D,,voting,19710223,1911-01-28,1911,1971,60,92102631,0.0,6,0,3,0,0,0,0,0,1,0,0,0.6,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,10
10169,920100956,MOSS,FRANK,S,UT,M,D,,voting,19710917,1911-09-23,1911,1971,60,92101691,0.0,10,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10053,920112478,DOMINICK,PETER,S,CO,M,R,,voting,19711008,1915-07-07,1915,1971,56,92100531,0.0,0,1,0,9,0,0,0,0,0,0,0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10425,930024848,HUMPHREY,HUBERT,S,MN,M,D,,voting,19730326,1911-05-27,1911,1973,62,93104251,0.0,1,2,0,0,0,0,7,0,0,0,0,0.1,0.2,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,10
10605,930097873,GOLDWATER,BARRY,S,AZ,M,R,,voting,19730727,1909-01-01,1909,1973,64,93106051,0.0,8,1,0,0,0,0,0,0,0,1,0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,10
10053,930146921,DOMINICK,PETER,S,CO,M,R,,voting,19731119,1915-07-07,1915,1973,58,93100531,0.0,0,1,0,9,0,0,0,0,0,0,0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10404,930166638,CANNON,HOWARD,S,NV,M,D,,voting,19731214,1912-01-26,1912,1973,61,93104041,0.0,0,0,0,20,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
10053,930166707,DOMINICK,PETER,S,CO,M,R,,voting,19731214,1915-07-07,1915,1973,58,93100531,0.0,0,1,0,9,0,0,0,0,0,0,0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10425,930234663,HUMPHREY,HUBERT,S,MN,M,D,,voting,19740516,1911-05-27,1911,1974,63,93104251,0.0,0,9,0,0,0,0,0,0,1,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,10
10251,930298287,KUYKENDALL,DAN,H,TN,M,R,8.0,voting,19740910,1924-07-09,1924,1974,50,93102510,0.0,0,8,0,2,0,0,0,0,0,0,0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10622,930354925,LONG,RUSSELL,S,LA,M,D,,voting,19741220,1918-11-03,1918,1974,56,93106221,0.0,0,10,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10134,940104916,FANNIN,PAUL,S,AZ,M,R,,voting,19750716,1907-01-29,1907,1975,68,94101341,0.0,0,1,0,0,0,0,1,0,8,0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.8,0.0,0.0,10
10491,940109638,CORMAN,JAMES,H,CA,M,D,21.0,voting,19750721,1920-10-20,1920,1975,55,94104910,0.0,0,10,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10990,940109639,VANDER JAGT,GUY,H,MI,M,R,9.0,voting,19750721,1931-08-26,1931,1975,44,94109900,0.0,0,19,0,0,0,0,0,0,1,0,0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,20
10995,940109651,WYLIE,CHALMERS,H,OH,M,R,15.0,voting,19750721,1920-11-23,1920,1975,55,94109950,0.0,0,9,1,0,0,0,0,0,0,0,0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10439,940123244,MILFORD,DALE,H,TX,M,D,24.0,voting,19750730,1926-02-18,1926,1975,49,94104390,0.0,0,7,0,63,0,0,0,0,0,0,0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
10212,940128594,CURTIS,CARL,S,NE,M,R,,voting,19750801,1905-03-15,1905,1975,70,94102121,0.0,0,10,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10491,940129568,CORMAN,JAMES,H,CA,M,D,21.0,voting,19750801,1920-10-20,1920,1975,55,94104910,0.0,0,10,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10868,940220985,ANDERSON,GLENN,H,CA,M,D,32.0,voting,19760217,1913-02-21,1913,1976,63,94108680,9.802580913231825e-05,0,0,0,10,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10868,940220990,ANDERSON,GLENN,H,CA,M,D,32.0,voting,19760217,1913-02-21,1913,1976,63,94108680,0.0,0,1,0,19,0,0,0,0,0,0,0,0.0,0.05,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
10749,940220991,SNYDER,MARION,H,KY,M,R,4.0,voting,19760217,1928-01-26,1928,1976,48,94107490,0.0,0,1,0,9,0,0,0,0,0,0,0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10347,940220997,JONES,ROBERT,H,AL,M,D,5.0,voting,19760217,1912-06-12,1912,1976,64,94103470,0.0,0,0,0,10,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10606,940220998,GOLDWATER,BARRY,H,CA,M,R,20.0,voting,19760217,1938-07-15,1938,1976,38,94106060,0.0,0,0,0,9,0,0,1,0,0,0,0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
10369,940321509,RIBICOFF,ABRAHAM,S,CT,M,D,,voting,19760727,1910-04-09,1910,1976,66,94103691,0.0,0,37,0,1,0,0,1,0,1,0,0,0.0,0.925,0.0,0.025,0.0,0.0,0.025,0.0,0.025,0.0,0.0,40
10530,940321526,PERCY,CHARLES,S,IL,M,R,,voting,19760727,1919-09-27,1919,1976,57,94105301,0.0,1,9,0,0,0,0,0,0,0,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10441,940321530,MUSKIE,EDMUND,S,ME,M,D,,voting,19760727,1914-03-28,1914,1976,62,94104411,0.0,0,10,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10622,940321533,LONG,RUSSELL,S,LA,M,D,,voting,19760727,1918-11-03,1918,1976,58,94106221,0.0,0,10,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10441,940321534,MUSKIE,EDMUND,S,ME,M,D,,voting,19760727,1914-03-28,1914,1976,62,94104411,0.0,0,10,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10530,940321537,PERCY,CHARLES,S,IL,M,R,,voting,19760727,1919-09-27,1919,1976,57,94105301,0.0,1,9,0,0,0,0,0,0,0,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10530,940325037,PERCY,CHARLES,S,IL,M,R,,voting,19760729,1919-09-27,1919,1976,57,94105301,0.0,1,26,2,0,0,0,0,0,1,0,0,0.03333333333333333,0.8666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,30
10530,940325039,PERCY,CHARLES,S,IL,M,R,,voting,19760729,1919-09-27,1919,1976,57,94105301,0.0,2,46,0,1,1,0,0,0,0,0,0,0.04,0.92,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,50
10605,940325043,GOLDWATER,BARRY,S,AZ,M,R,,voting,19760729,1909-01-01,1909,1976,67,94106051,0.0,0,7,0,2,1,0,0,0,0,0,0,0.0,0.7,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
10530,940325044,PERCY,CHARLES,S,IL,M,R,,voting,19760729,1919-09-27,1919,1976,57,94105301,0.0,1,30,1,0,8,0,0,0,0,0,0,0.025,0.75,0.025,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,40
10530,940325069,PERCY,CHARLES,S,IL,M,R,,voting,19760729,1919-09-27,1919,1976,57,94105301,0.0,1,20,1,0,0,0,0,0,0,0,8,0.03333333333333333,0.6666666666666666,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,30
10868,940377208,ANDERSON,GLENN,H,CA,M,D,32.0,voting,19760930,1913-02-21,1913,1976,63,94108680,8.173688261295143e-10,0,0,0,10,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10868,940377214,ANDERSON,GLENN,H,CA,M,D,32.0,voting,19760930,1913-02-21,1913,1976,63,94108680,0.0,0,1,0,9,0,0,0,0,0,0,0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10404,940378956,CANNON,HOWARD,S,NV,M,D,,voting,19761001,1912-01-26,1912,1976,64,94104041,0.0,0,0,0,10,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10404,940378961,CANNON,HOWARD,S,NV,M,D,,voting,19761001,1912-01-26,1912,1976,64,94104041,0.0,0,1,0,9,0,0,0,0,0,0,0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10605,950001238,GOLDWATER,BARRY,S,AZ,M,R,,voting,19770111,1909-01-01,1909,1977,68,95106051,0.0,0,1,0,9,0,0,0,0,0,0,0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10512,950011475,JOHNSON,HAROLD,H,CA,M,D,1.0,voting,19770209,1907-12-02,1907,1977,70,95105120,0.0,0,1,0,9,0,0,0,0,0,0,0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10865,950012722,WRIGHT,JAMES,H,TX,M,D,12.0,voting,19770217,1922-12-22,1922,1977,55,95108650,0.0,0,0,0,10,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10868,950013528,ANDERSON,GLENN,H,CA,M,D,32.0,voting,19770222,1913-02-21,1913,1977,64,95108680,0.0005236340270524,0,1,0,9,0,0,0,0,0,0,0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10868,950013533,ANDERSON,GLENN,H,CA,M,D,32.0,voting,19770222,1913-02-21,1913,1977,64,95108680,0.0,0,0,0,20,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
10749,950013534,SNYDER,MARION,H,KY,M,R,4.0,voting,19770222,1928-01-26,1928,1977,49,95107490,0.0,0,0,0,10,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10687,950013536,OTTINGER,RICHARD,H,NY,M,D,24.0,voting,19770222,1929-01-27,1929,1977,48,95106870,0.0,0,2,0,28,0,0,0,0,0,0,0,0.0,0.06666666666666667,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
10687,950013540,OTTINGER,RICHARD,H,NY,M,D,24.0,voting,19770222,1929-01-27,1929,1977,48,95106870,0.0,0,0,0,29,0,0,1,0,0,10,0,0.0,0.0,0.0,0.725,0.0,0.0,0.025,0.0,0.0,0.25,0.0,40
10212,950098934,CURTIS,CARL,S,NE,M,R,,voting,19770628,1905-03-15,1905,1977,72,95102121,0.0,0,10,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10212,950137752,CURTIS,CARL,S,NE,M,R,,voting,19770909,1905-03-15,1905,1977,72,95102121,0.0,0,9,0,1,0,0,0,0,0,0,0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10404,950176927,CANNON,HOWARD,S,NV,M,D,,voting,19771020,1912-01-26,1912,1977,65,95104041,0.0,0,1,0,9,0,0,0,0,0,0,0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10868,950189326,ANDERSON,GLENN,H,CA,M,D,32.0,voting,19771102,1913-02-21,1913,1977,64,95108680,0.0,0,0,0,10,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10749,950189363,SNYDER,MARION,H,KY,M,R,4.0,voting,19771102,1928-01-26,1928,1977,49,95107490,0.0,0,0,0,20,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
10911,950189373,HAMMERSCHMIDT,JOHN,H,AR,M,R,3.0,voting,19771102,1922-05-04,1922,1977,55,95109110,0.0,0,1,0,19,0,0,0,0,0,0,0,0.0,0.05,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
10862,950203153,WALLOP,MALCOLM,S,WY,M,R,,voting,19780125,1933-02-27,1933,1978,45,95108621,0.0,0,17,1,1,0,0,0,0,1,0,0,0.0,0.85,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,20
10311,950214964,BELLMON,HENRY,S,OK,M,R,,voting,19780209,1921-09-03,1921,1978,57,95103111,0.0,0,9,0,0,0,0,0,0,1,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,10
10659,950241791,CHILES,LAWTON,S,FL,M,D,,voting,19780323,1930-04-03,1930,1978,48,95106591,0.0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10
10261,950275772,MCINTYRE,THOMAS,S,NH,M,D,,voting,19780525,1915-02-20,1915,1978,63,95102611,0.0,0,25,0,5,0,0,0,0,0,0,0,0.0,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
10507,950275773,HUDDLESTON,WALTER,S,KY,M,D,,voting,19780525,1926-04-15,1926,1978,52,95105071,0.0,0,10,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10356,960001253,MCGOVERN,GEORGE,S,SD,M,D,,voting,19790123,1922-07-19,1922,1979,57,96103561,0.0,3,46,0,1,0,0,0,0,0,0,0,0.06,0.92,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
11494,960046363,KENNEDY,EDWARD,S,MA,M,D,,voting,19790521,1932-02-22,1932,1979,47,96114941,0.0,0,10,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10893,960051211,DICKINSON,WILLIAM,H,AL,M,R,2.0,voting,19790531,1925-06-05,1925,1979,54,96108930,0.0,0,3,0,7,0,0,0,0,0,0,0,0.0,0.3,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10509,960051247,ICHORD,RICHARD,H,MO,M,D,8.0,voting,19790531,1926-06-27,1926,1979,53,96105090,0.0,0,0,0,10,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10818,960070494,DANFORTH,JOHN,S,MO,M,R,,voting,19790626,1936-09-05,1936,1979,43,96108181,0.0,0,10,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10931,960085381,KASSEBAUM,NANCY,S,KS,F,R,,voting,19790718,1932-07-29,1932,1979,47,96109311,0.0,0,8,0,2,0,0,0,0,0,0,0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10530,960132480,PERCY,CHARLES,S,IL,M,R,,voting,19791015,1919-09-27,1919,1979,60,96105301,0.0,0,15,1,1,0,1,0,0,2,0,0,0.0,0.75,0.05,0.05,0.0,0.05,0.0,0.0,0.1,0.0,0.0,20
11304,960198195,HALL,TONY,H,OH,M,D,3.0,voting,19800212,1942-01-16,1942,1980,38,96113040,0.0,0,37,0,3,0,0,0,0,0,0,0,0.0,0.925,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
11008,960211318,BROOKS,JACK,H,TX,M,D,9.0,voting,19800324,1922-12-18,1922,1980,58,96110080,0.0,0,12,0,8,0,0,0,0,0,0,0,0.0,0.6,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
10921,960211319,HORTON,FRANK,H,NY,M,R,34.0,voting,19800324,1919-12-12,1919,1980,61,96109210,0.0,0,20,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
10542,960211321,STEED,THOMAS,H,OK,M,D,4.0,voting,19800324,1904-03-02,1904,1980,76,96105420,0.0,0,10,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11231,960211323,BROWN,GEORGE,H,CA,M,D,36.0,voting,19800324,1920-03-06,1920,1980,60,96112310,0.0,0,19,0,0,0,0,0,0,1,0,0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,20
10309,960222672,BAYH,BIRCH,S,IN,M,D,,voting,19800424,1928-01-22,1928,1980,52,96103091,0.0,0,9,0,1,0,0,0,0,0,0,0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10362,960224963,NELSON,GAYLORD,S,WI,M,D,,voting,19800430,1916-06-04,1916,1980,64,96103621,0.0,0,20,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
10530,960230123,PERCY,CHARLES,S,IL,M,R,,voting,19800507,1919-09-27,1919,1980,61,96105301,0.0,0,9,0,1,0,0,0,0,0,0,0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10914,960250020,HATFIELD,MARK,S,OR,M,R,,voting,19800612,1922-07-12,1922,1980,58,96109141,0.0,4,46,6,3,0,0,0,0,1,0,0,0.06666666666666667,0.7666666666666667,0.1,0.05,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,60
10862,960296519,WALLOP,MALCOLM,S,WY,M,R,,voting,19800825,1933-02-27,1933,1980,47,96108621,0.0,0,79,0,1,0,0,0,0,0,0,0,0.0,0.9875,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80
10862,960296521,WALLOP,MALCOLM,S,WY,M,R,,voting,19800825,1933-02-27,1933,1980,47,96108621,0.0,0,18,0,1,0,1,0,0,0,0,0,0.0,0.9,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,20
10862,960296523,WALLOP,MALCOLM,S,WY,M,R,,voting,19800825,1933-02-27,1933,1980,47,96108621,0.0,1,47,1,0,0,0,1,0,0,0,0,0.02,0.94,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,50
10979,960323816,SIMON,PAUL,H,IL,M,D,24.0,voting,19801001,1928-11-29,1928,1980,52,96109790,0.0,0,10,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11424,960323858,HYDE,HENRY,H,IL,M,R,6.0,voting,19801001,1924-04-18,1924,1980,56,96114240,0.0,3,17,0,0,0,0,0,0,0,0,0,0.15,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
10491,960323861,CORMAN,JAMES,H,CA,M,D,21.0,voting,19801001,1920-10-20,1920,1980,60,96104910,0.0,0,10,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10818,960331375,DANFORTH,JOHN,S,MO,M,R,,voting,19801119,1936-09-05,1936,1980,44,96108181,0.0,0,19,0,0,0,0,0,0,1,0,0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,20
10840,960335109,MITCHELL,GEORGE,S,ME,M,D,,voting,19801125,1933-08-20,1933,1980,47,96108401,0.0,0,10,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10851,960340968,SASSER,JAMES,S,TN,M,D,,voting,19801204,1936-09-30,1936,1980,44,96108511,0.0,0,2,1,0,1,0,0,0,6,0,0,0.0,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.0,10
10862,960344173,WALLOP,MALCOLM,S,WY,M,R,,voting,19801209,1933-02-27,1933,1980,47,96108621,0.0,0,39,0,1,0,0,0,0,0,0,0,0.0,0.975,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
11821,960349314,NELSON,BILL,H,FL,M,D,9.0,voting,19801212,1942-09-29,1942,1980,38,96118210,0.0,0,19,0,0,0,1,0,0,0,0,0,0.0,0.95,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,20
10851,970000209,SASSER,JAMES,S,TN,M,D,,voting,19810105,1936-09-30,1936,1981,45,97108511,0.0,0,5,1,1,0,0,0,0,3,0,0,0.0,0.5,0.1,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,10
10980,970072061,SIMPSON,ALAN,S,WY,M,R,,voting,19810731,1931-09-02,1931,1981,50,97109801,0.0,0,8,0,0,0,0,0,0,2,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,10
10821,980080856,DURENBERGER,DAVID,S,MN,M,R,,voting,19830727,1934-08-19,1934,1983,49,98108211,0.0,0,10,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10611,980239329,HAWKINS,PAULA,S,FL,F,R,,voting,19840801,1927-01-24,1927,1984,57,98106111,0.0,0,10,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10750,990017776,STRANG,MICHAEL,H,CO,M,R,3.0,voting,19850402,1929-06-17,1929,1985,56,99107500,0.0,0,7,0,1,1,0,0,0,1,0,0,0.0,0.7,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,10
11817,990076944,HATCH,ORRIN,S,UT,M,R,,voting,19850801,1934-03-22,1934,1985,51,99118171,0.0,6,0,4,0,0,0,0,0,0,0,0,0.6,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10933,990197719,KOSTMAYER,PETER,H,PA,M,D,8.0,voting,19860611,1946-09-27,1946,1986,40,99109330,0.0,0,6,0,0,1,0,1,0,2,0,0,0.0,0.6,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.0,0.0,10
10862,990240597,WALLOP,MALCOLM,S,WY,M,R,,voting,19860813,1933-02-27,1933,1986,53,99108621,0.0,0,10,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10587,990274274,DENTON,JEREMIAH,S,AL,M,R,,voting,19861009,1924-07-15,1924,1986,62,99105871,0.0,0,10,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11326,1000013448,ROUKEMA,MARGE,H,NJ,F,R,5.0,voting,19870312,1929-09-19,1929,1987,58,100113260,0.0,0,27,0,1,1,0,0,0,1,0,0,0.0,0.9,0.0,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,30
11812,1000167355,CARDIN,BENJAMIN,H,MD,M,D,3.0,voting,19880328,1943-10-05,1943,1988,45,100118120,0.0,0,10,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11499,1000167358,LANTOS,TOM,H,CA,M,D,11.0,voting,19880328,1928-02-01,1928,1988,60,100114990,0.0,1,2,0,7,0,0,0,0,0,0,0,0.1,0.2,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10885,1000245175,COHEN,WILLIAM,S,ME,M,R,,voting,19880920,1940-08-28,1940,1988,48,100108851,0.0,0,10,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11141,1010202618,MONTGOMERY,GILLESPIE,H,MS,M,D,3.0,voting,19900910,1920-08-05,1920,1990,70,101111410,0.0,0,9,0,1,0,0,0,0,0,0,0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10964,1020109292,PRESSLER,LARRY,S,SD,M,R,,voting,19911112,1942-03-29,1942,1991,49,102109641,0.0,1,5,0,2,0,0,0,7,15,0,0,0.03333333333333333,0.16666666666666666,0.0,0.06666666666666667,0.0,0.0,0.0,0.23333333333333334,0.5,0.0,0.0,30
10964,1020112360,PRESSLER,LARRY,S,SD,M,R,,voting,19911115,1942-03-29,1942,1991,49,102109641,0.0,2,1,0,2,1,0,0,3,11,0,0,0.1,0.05,0.0,0.1,0.05,0.0,0.0,0.15,0.55,0.0,0.0,20
11836,1020192659,MCCONNELL,MITCH,S,KY,M,R,,voting,19920728,1942-02-20,1942,1992,50,102118361,0.0,0,20,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
11097,1020211184,BREWSTER,WILLIAM,H,OK,M,D,3.0,voting,19920915,1941-11-08,1941,1992,51,102110970,0.0,0,7,0,2,0,0,0,0,1,0,0,0.0,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,10
11066,1020219872,PACKWOOD,ROBERT,S,OR,M,R,,voting,19920924,1932-09-11,1932,1992,60,102110661,0.0,0,8,2,0,0,0,0,0,0,0,0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
