speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,cluster_0,cluster_1,cluster_4,cluster_2,cluster_5,cluster_6,cluster_14,cluster_15,cluster_18,cluster_9,cluster_17,cluster_10,cluster_8,cluster_16,cluster_13,cluster_19,cluster_20,cluster_21,cluster_11,cluster_3,cluster_12,cluster_7,cluster_0_p,cluster_1_p,cluster_4_p,cluster_2_p,cluster_5_p,cluster_6_p,cluster_14_p,cluster_15_p,cluster_18_p,cluster_9_p,cluster_17_p,cluster_10_p,cluster_8_p,cluster_16_p,cluster_13_p,cluster_19_p,cluster_20_p,cluster_21_p,cluster_11_p,cluster_3_p,cluster_12_p,cluster_7_p,n
9168,700114984,MCKELLAR,KENNETH,S,TN,M,D,,voting,19280524,1869-01-29,1869,1928,59,70091681,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7815,700115265,SACKETT,FREDERIC,S,KY,M,R,,voting,19280524,1868-12-17,1868,1928,60,70078151,0.0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9072,700115958,TYDINGS,MILLARD,S,MD,M,D,,voting,19280525,1890-04-06,1890,1928,38,70090721,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9072,700116042,TYDINGS,MILLARD,S,MD,M,D,,voting,19280525,1890-04-06,1890,1928,38,70090721,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8692,700117006,MCMILLAN,THOMAS,H,SC,M,D,1.0,voting,19280525,1888-11-27,1888,1928,40,70086920,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8457,700117070,MCSWAIN,JOHN,H,SC,M,D,4.0,voting,19280525,1875-05-01,1875,1928,53,70084570,0.0,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7774,700119574,BLEASE,COLEMAN,S,SC,M,D,,voting,19280528,1868-10-08,1868,1928,60,70077741,0.0,0,1,0,0,1,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.05,0.0,0.0,0.05,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,20
8256,700145416,ALMON,EDWARD,H,AL,M,D,8.0,voting,19290115,1860-04-18,1860,1929,69,70082560,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8123,700176765,GARBER,MILTON,H,OK,M,R,8.0,voting,19290221,1867-11-30,1867,1929,62,70081230,0.0181437695392252,1,1,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8457,700182846,MCSWAIN,JOHN,H,SC,M,D,4.0,voting,19290226,1875-05-01,1875,1929,54,70084570,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8465,700190639,OLIVER,WILLIAM,H,AL,M,D,6.0,voting,19290302,1867-05-23,1867,1929,62,70084650,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7962,710004438,FORT,FRANKLIN,H,NJ,M,R,9.0,voting,19290424,1880-03-30,1880,1929,49,71079620,0.0,4,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8265,710045582,BLACK,HUGO,S,AL,M,D,,voting,19291004,1886-02-27,1886,1929,43,71082651,0.0,16,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
8265,710045592,BLACK,HUGO,S,AL,M,D,,voting,19291004,1886-02-27,1886,1929,43,71082651,0.0,10,0,0,6,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.3,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
8450,710045632,KING,WILLIAM,S,UT,M,D,,voting,19291004,1863-06-03,1863,1929,66,71084501,2.41542584161478e-12,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8450,710045634,KING,WILLIAM,S,UT,M,D,,voting,19291004,1863-06-03,1863,1929,66,71084501,0.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8265,710045702,BLACK,HUGO,S,AL,M,D,,voting,19291004,1886-02-27,1886,1929,43,71082651,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8265,710048570,BLACK,HUGO,S,AL,M,D,,voting,19291009,1886-02-27,1886,1929,43,71082651,0.0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8265,710048574,BLACK,HUGO,S,AL,M,D,,voting,19291009,1886-02-27,1886,1929,43,71082651,0.0,7,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8450,710054459,KING,WILLIAM,S,UT,M,D,,voting,19291022,1863-06-03,1863,1929,66,71084501,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9168,710069900,MCKELLAR,KENNETH,S,TN,M,D,,voting,19291115,1869-01-29,1869,1929,60,71091681,0.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
9204,710096730,VANDENBERG,ARTHUR,S,MI,M,R,,voting,19300116,1884-03-22,1884,1930,46,71092041,0.0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7973,710113694,HATFIELD,HENRY,S,WV,M,R,,voting,19300203,1875-09-15,1875,1930,55,71079731,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7973,710113697,HATFIELD,HENRY,S,WV,M,R,,voting,19300203,1875-09-15,1875,1930,55,71079731,0.0,32,7,1,2,3,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.64,0.14,0.02,0.04,0.06,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
7841,710114672,HAWES,HARRY,S,MO,M,D,,voting,19300204,1869-11-15,1869,1930,61,71078411,0.0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8265,710116985,BLACK,HUGO,S,AL,M,D,,voting,19300206,1886-02-27,1886,1930,44,71082651,0.0,4,0,1,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0.4,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8588,710166354,NORRIS,GEORGE,S,NE,M,R,,voting,19300402,1861-07-11,1861,1930,69,71085881,0.0,6,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8045,710166358,WALCOTT,FREDERIC,S,CT,M,R,,voting,19300402,1869-02-19,1869,1930,61,71080451,7.636079696494662e-09,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7959,710167751,FESS,SIMEON,S,OH,M,R,,voting,19300404,1861-12-11,1861,1930,69,71079591,0.0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7959,710167760,FESS,SIMEON,S,OH,M,R,,voting,19300404,1861-12-11,1861,1930,69,71079591,0.0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7922,710204878,WATSON,JAMES,S,IN,M,R,,voting,19300527,1864-11-02,1864,1930,66,71079221,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8256,710205447,ALMON,EDWARD,H,AL,M,D,8.0,voting,19300527,1860-04-18,1860,1930,70,71082560,0.0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8243,710205454,WRIGHT,WILLIAM,H,GA,M,D,4.0,voting,19300527,1866-01-06,1866,1930,64,71082430,0.0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8105,710205473,DOUGLAS,LEWIS,H,AZ,M,D,0.0,voting,19300527,1894-07-02,1894,1930,36,71081050,0.0,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8457,710205501,MCSWAIN,JOHN,H,SC,M,D,4.0,voting,19300527,1875-05-01,1875,1930,55,71084570,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8457,710205519,MCSWAIN,JOHN,H,SC,M,D,4.0,voting,19300527,1875-05-01,1875,1930,55,71084570,1.2505997579980709e-15,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8457,710205549,MCSWAIN,JOHN,H,SC,M,D,4.0,voting,19300527,1875-05-01,1875,1930,55,71084570,1.7302017480584904e-20,7,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9827,710205628,HILL,JOSEPH,H,AL,M,D,2.0,voting,19300527,1894-12-29,1894,1930,36,71098270,0.0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8215,710205635,STAFFORD,WILLIAM,H,WI,M,R,5.0,voting,19300527,1869-10-12,1869,1930,61,71082150,0.0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8244,710206386,WURZBACH,HARRY,H,TX,M,R,14.0,voting,19300528,1874-05-19,1874,1930,56,71082440,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8215,710206454,STAFFORD,WILLIAM,H,WI,M,R,5.0,voting,19300528,1869-10-12,1869,1930,61,71082150,0.0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8457,710206669,MCSWAIN,JOHN,H,SC,M,D,4.0,voting,19300528,1875-05-01,1875,1930,55,71084570,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8457,710216283,MCSWAIN,JOHN,H,SC,M,D,4.0,voting,19300611,1875-05-01,1875,1930,55,71084570,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8201,710216287,QUIN,PERCY,H,MS,M,D,7.0,voting,19300611,1872-10-30,1872,1930,58,71082010,0.0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
9074,710227738,WAGNER,ROBERT,S,NY,M,D,,voting,19300624,1877-06-08,1877,1930,53,71090741,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8457,710245052,MCSWAIN,JOHN,H,SC,M,D,4.0,voting,19301204,1875-05-01,1875,1930,55,71084570,0.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
8457,710245056,MCSWAIN,JOHN,H,SC,M,D,4.0,voting,19301204,1875-05-01,1875,1930,55,71084570,0.0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8457,710245066,MCSWAIN,JOHN,H,SC,M,D,4.0,voting,19301204,1875-05-01,1875,1930,55,71084570,0.0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8123,710255705,GARBER,MILTON,H,OK,M,R,8.0,voting,19301219,1867-11-30,1867,1930,63,71081230,0.0,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8265,710261511,BLACK,HUGO,S,AL,M,D,,voting,19310110,1886-02-27,1886,1931,45,71082651,0.0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8265,710279480,BLACK,HUGO,S,AL,M,D,,voting,19310128,1886-02-27,1886,1931,45,71082651,0.0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
8265,710279486,BLACK,HUGO,S,AL,M,D,,voting,19310128,1886-02-27,1886,1931,45,71082651,1.1221792134256885e-21,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8710,710279494,SMITH,ELLISON,S,SC,M,D,,voting,19310128,1864-08-01,1864,1931,67,71087101,0.0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8265,710279508,BLACK,HUGO,S,AL,M,D,,voting,19310128,1886-02-27,1886,1931,45,71082651,9.89565273662998e-12,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8201,710282671,QUIN,PERCY,H,MS,M,D,7.0,voting,19310131,1872-10-30,1872,1931,59,71082010,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8457,710300874,MCSWAIN,JOHN,H,SC,M,D,4.0,voting,19310217,1875-05-01,1875,1931,56,71084570,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8457,710300935,MCSWAIN,JOHN,H,SC,M,D,4.0,voting,19310217,1875-05-01,1875,1931,56,71084570,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7962,710303493,FORT,FRANKLIN,H,NJ,M,R,9.0,voting,19310220,1880-03-30,1880,1931,51,71079620,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7962,710307385,FORT,FRANKLIN,H,NJ,M,R,9.0,voting,19310224,1880-03-30,1880,1931,51,71079620,0.0,9,0,8,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.0,0.4,0.0,0.0,0.05,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
9062,720002928,SUMNERS,HATTON,H,TX,M,D,5.0,voting,19311214,1875-05-30,1875,1931,56,72090620,0.0,2,0,0,1,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.1,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9106,720070154,CONNALLY,THOMAS,S,TX,M,D,,voting,19320331,1877-08-19,1877,1932,55,72091061,0.0,4,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.1,0.0,0.2,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8256,720095443,ALMON,EDWARD,H,AL,M,D,8.0,voting,19320504,1860-04-18,1860,1932,72,72082560,0.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
9827,720095757,HILL,JOSEPH,H,AL,M,D,2.0,voting,19320504,1894-12-29,1894,1932,38,72098270,0.0,3,2,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3,0.2,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9827,720095763,HILL,JOSEPH,H,AL,M,D,2.0,voting,19320504,1894-12-29,1894,1932,38,72098270,0.0,1,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.7,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9827,720095768,HILL,JOSEPH,H,AL,M,D,2.0,voting,19320504,1894-12-29,1894,1932,38,72098270,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9827,720095783,HILL,JOSEPH,H,AL,M,D,2.0,voting,19320504,1894-12-29,1894,1932,38,72098270,0.0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9074,720144451,WAGNER,ROBERT,S,NY,M,D,,voting,19320621,1877-06-08,1877,1932,55,72090741,0.0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9106,720195854,CONNALLY,THOMAS,S,TX,M,D,,voting,19330124,1877-08-19,1877,1933,56,72091061,1.9942626479287825e-12,1,1,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9106,730023427,CONNALLY,THOMAS,S,TX,M,D,,voting,19330420,1877-08-19,1877,1933,56,73091061,0.0006488529441986,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
